nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Eric,France,0,2020-02-17 00:00:00,Fabuleux ,"L'emplacement est parfait, le petit déjeuner était très bien et la chambre correspondait à ce que j'espérais par rapport au prix. L'accueil fut très agréable.",None,"9,0",Hôtel,Nantes," 8,0 "
Xavier,France,0,2020-02-07 00:00:00,correct,"L'emplacement est bien, a côté de la gare, dans un quartier calme, l'accueil est important quand on fréquente régulièrement les hôtels, et je n'ai pas été déçu par celui-ci.","La salle de bain est petite, mais il est difficile de pousser les murs","7,0",Hôtel,Nantes," 8,0 "
Catherine,France,0,2020-02-06 00:00:00,Très bien,"Idéalement situé proche de la gare et du centre ville, 
Entrée rénovée - literie confortable - personnel accueillant",La moquette dans les chambres mériterait à être remplacée par du faux plancher,"8,0",Hôtel,Nantes," 8,0 "
Sonia,France,0,2020-01-31 00:00:00,Hôtel pour une petite escale à Nantes,"Hôtel très bien situé par rapport à la gare, dans une rue calme, sans charme particulier mais très propre (chambres récemment rénovées). Petit déjeuner à volonté. La vraie valeur ajoutée c’est le personnel d’accueil : agréable et professionnel.",Manque de déco dans la chambre. C’est un peu froid.,"8,3",Hôtel,Nantes," 8,0 "
Jean-marc,France,0,2020-01-28 00:00:00,Bien sans plus,None,"Salle de bain, ridicule presque impossible à entrer dans la douche ouverture trop petite avec le lavabo qui obstrue le passage, pas de bouteilles d'eau.","7,0",Hôtel,Nantes," 8,0 "
Auguste,France,0,2020-01-21 00:00:00,très bien,"propre,calme,",il faudrait dissocier les éclairages des têtes de lit,"8,0",Hôtel,Nantes," 8,0 "
Isabelle,France,0,2020-01-21 00:00:00,Très bien,L'accueil du personnel et la qualité du petit déjeuner.,"Pas beaucoup de vie dans la rue, c'est calme mais un environnement triste
Pour l'équipement le lavabo est un peu gênant pour accéder à la douche.
Un problème bruit avec le survol de la ville par les avions qui atterrissent","8,0",Hôtel,Nantes," 8,0 "
Dominique,France,0,2020-01-20 00:00:00,merci,"l'emplacement, disponibilité du personnel",le standing,"9,0",Hôtel,Nantes," 8,0 "
Sanâa,France,0,2020-01-20 00:00:00,Bien ,None,la propreté de la salle de bain,"7,0",Hôtel,Nantes," 8,0 "
Dominique,France,0,2020-01-19 00:00:00,Bien ,"Belle déco, belle chambre, à deux pas du centre ville. A 2 min à pied de la gare et du jardin des plantes. Personnel aimable. Bonne literie et grande propreté de la chambre. Gestion des serviettes ""écologique"" (un présentoir spécial permet de prendre uniquement les serviettes dont vous avez besoin. Celles que vous n'utilisez pas vont au suivant, ainsi moins de lessive, moins d'eau...).","L'eau de la douche vraiment pas très chaude, voire froide. C'est pas super agréable surtout un matin d'hiver!","7,0",Hôtel,Nantes," 8,0 "
Soniapls,France,0,2020-01-19 00:00:00,Parfait,"Situation parfaite : dans une petite rue au calme, à quelques minutes à pied de la gare et du centre ville. Personnel très agréable. Petit-déjeuner copieux.",None,"8,0",Hôtel,Nantes," 8,0 "
Cécile,France,0,2020-01-19 00:00:00,Bien ,"Endroit propre, personnels agréables et comprehensif sur les contraintes horaires",Les toilettes sont surélevés ce qui n'est pas pratique quand on est petit,"7,0",Hôtel,Nantes," 8,0 "
Alicia,France,0,2020-01-18 00:00:00,retour prevu,emplacement bien le petit dej satisfaisant,bruits des autres chambres pas assez isolé,"8,0",Hôtel,Nantes," 8,0 "
Martin,France,0,2020-01-16 00:00:00,Très bien,None,Chambre correct personnel accueillant et souriant,"8,0",Hôtel,Nantes," 8,0 "
David,France,0,2020-01-15 00:00:00,t bien,tout était bien,l'heure du début du petit dejeuner à 7 h ne permet pas pour un départ avant de pouvoir prendre un café. Au moins der pouvoir avoir un café sans rien d'autre serait une bonne idée,"7,0",Hôtel,Nantes," 8,0 "
