nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Martine,France,0,2018-10-06 00:00:00,Décevant,"Chambre correcte en taille, moderne
Salle de bain fonctionnelle
Système d ouverture de la fenêtre pertinent",Environnement un peu bruyant mais assez proche du centre ville,"4,6",Hôtel,Toulouse," 7,5 "
Jack,France,0,2018-09-17 00:00:00,décevant,None,un alarme a sonné toute la nuit sans que personne de l'hotel ne s'en préoccupe,"5,0",Hôtel,Toulouse," 7,5 "
Celine,France,0,2018-09-03 00:00:00,Décevant,lit dur et pas de draps,None,"4,6",Hôtel,Toulouse," 7,5 "
Martine,France,0,2018-08-30 00:00:00,"heureusement, séjour très court.",le petit déjeuner.,le peu de confort des chambres .,"3,8",Hôtel,Toulouse," 7,5 "
Camille,France,0,2018-08-20 00:00:00,Décevant,Petit déjeuner,Drôle de fréquentation autour de l'hôtel..chambre peu accueillante et pas propre..,"4,2",Hôtel,Toulouse," 7,5 "
Dominique,France,0,2018-08-18 00:00:00,Assez médiocre ,La situation de l'hôtel proche du centre,Le parking qui n'est pas le parking de l'hôtel mais quelques places réservées pour l'hôtel. La vétusté de la chambre et le manque de propreté,"3,8",Hôtel,Toulouse," 7,5 "
Christa,Martinique,0,2018-07-14 00:00:00,BOF,RIEN DE SPECIAL,LE RECEPTIONISTE DE NUIT A REFUSE DE ME REMBOURSER MON ARGENT RESTE COINCE DANS L'APPAREIL DE DISTRIBUTEUR DE PATE QUI NE FONCTIONNAIT PAS ET MEME DE ME DONNER LES PATES ALORS QU'IL AVAIT LA CLEF; j'AI DU ATTENDRE LE LENDEMAIN QUE LA RECEPTIONNISTE LE FASSE TRES GENTIMENT;,"3,3",Hôtel,Toulouse," 7,5 "
Cautru,France,0,2018-07-11 00:00:00,Bien pour une nuit,Bon emplacement. Bon petit déjeuner.,Chambre sommaire qui correspond au prix,"5,0",Hôtel,Toulouse," 7,5 "
Julie,France,0,2018-07-10 00:00:00,Décevant,La clim,La literie,"4,6",Hôtel,Toulouse," 7,5 "
Christine,France,0,2018-07-03 00:00:00,Je ne reviendrais pas dans cet hôtel ....j ai toujours pris des ibis budget et je suis déçue......,Sur les 2 chambres retenues il y en a 1 qui n avait pas été faite ....les draps étaient encore tout froissés !!! Quelle honte !!! Le petit déjeuner pas assez copieux et la personne qui servait nous a interdit l entrée du chien (ce que je comprends très bien pour l hygiène de tous) mais ce que je comprends pas c est qu elle coupe le pain sans mettre des gants !!! C’est ça aussi l hygiène !!!,None,"5,0",Hôtel,Toulouse," 7,5 "
Max,France,0,2018-06-07 00:00:00,Photos non contractuelle !,L'accueil du personnel très sympathique,"Chambre qui sentait la cigarette froide, propreté limite, trace au sol causé par les cigarettes. Minuscule fenêtre, un tabouret, pas de vrai table, aucun rangement..
Lit à peine refait d'une nuit sur l'autre.
Minimum syndical pour le petit déjeuner.","4,6",Hôtel,Toulouse," 7,5 "
Anonyme,France,0,2020-01-24 00:00:00,Passable,"A peine bonjour pour les clients ce n’es pas sympa on vient vous réveiller à 11h55 alors que vous avez payer pour le supplément d’heure.
Quartier bruyant beaucoup trop de jeunes.
Ce n’es pas un hôtel recommander pour le prix y’a mieux.
Le sol est un l’inoculer avec des taches et cheveux dans la sale de bain.",None,"5,0",Hôtel,Toulouse," 7,5 "
Anonyme,France,0,2020-01-04 00:00:00,Confortable mais bruyant,"La chambre avait tout ce dont j'avais besoin et le lit était confortable. C'était propre. Sans le bruit, j'aurais très bien dormi.","Pour moi, c'était bruyant donc j'ai mal dormi. J'entendais tout ce qui se passait dans le couloir et y avait des bruits de claquement de porte régulier. Et en plus de ça, j'ai eu la malchance d'avoir la chambre en face de la sortie d'ascenseur - ce qui n'a pas arrangé les choses.","4,0",Hôtel,Toulouse," 7,5 "
Anonyme,France,0,2019-12-01 00:00:00,Décevant,None,"Le 3Eme lit n’était pas fait et c’est à nous de le faire...
Une vue horrible qui donne directement sur un autre mur 
Une alèse en plastique jetable donc on transpire énormément","4,6",Hôtel,Toulouse," 7,5 "
Anonyme,France,0,2019-11-14 00:00:00,bien placé mais pas reposé,"Proximité du centre, accueil","Literie beaucoup trop dure, manque de coussins (trop fin)
insonorisation des chambres moyennes","5,0",Hôtel,Toulouse," 7,5 "
Anonyme,Suisse,0,2019-10-26 00:00:00,Décevant,Le lit,J'ai trouvé les cheveux des clients précédents dans la douche ce qui fait que c'est pas propre,"4,0",Hôtel,Toulouse," 7,5 "
Anonyme,France,0,2019-09-23 00:00:00,Passable,La proximité du centre ville tout en ayant accès à un parking gratuit,Personnel pas très agréable et propreté sommaire,"5,0",Hôtel,Toulouse," 7,5 "
Anonyme,France,0,2019-09-06 00:00:00,Très moyen,"Literie confortable
Chambre calme et spacieuse","Accueil moyen
Parking compliqué 
Porte et mur salle de bain sales 
Pas de prise au 2ème chevet 
Pas d'étageres dans la chambre pour rangement
Petit dej moyen","4,6",Hôtel,Toulouse," 7,5 "
Anonyme,France,0,2019-08-17 00:00:00,Passez votre chemin,Rien,Chambre non aéré pue le tabac,"5,0",Hôtel,Toulouse," 7,5 "
Anonyme,France,0,2019-08-17 00:00:00,L hôtel a oublié,None,"Le petit déjeuner , parking","3,8",Hôtel,Toulouse," 7,5 "
Anonyme,France,0,2019-02-19 00:00:00,Passable,Qualité du lit.,"Très longue attente à l'accueil. Alors que personne n'est en attente.
Ménage loin d'être parfait !","5,0",Hôtel,Toulouse," 7,5 "
