nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Christophe,France,0,2018-06-01,Excellent rapport qualité/prix. Je recommande cette adresse.,"Chambre relativement spacieuse, lumineuse et propre avec un effort de déco qu'on ne retrouve pas dans tous les hôtels. Literie de qualité. Et la douche spacieuse...un vrai bonheur !
Personnel très accueillant et très professionnel. 
Sans être pléthorique, le petit dèj est très correct avec de bons produits.",Une odeur pas très agréable dans les escaliers gâche un peu l'odeur des croissants...dommage (mais pas de mauvaise odeur dans la chambre).,"9,2",Hôtel,Perpignan," 8,2 "
Fabien,France,0,2020-03-01,Déplacement Perpignan,"Accueil sympathique
Établissement propre et bien situé 
Je recommande",None,10,Hôtel,Perpignan," 8,2 "
Philippe,France,0,2020-02-23,"séjour agréable, en centre ville de perpignan","petit déjeuner pas terrible rapport qualité prix, mauvaise insonorisation avec les chambres voisines, pour le reste ça a été",le bruit qu'on peut entendre dans les chambres à coté,"6,0",Hôtel,Perpignan," 8,2 "
Mohamed,France,0,2020-01-19,Bon ,Les lits,"L'accueil, la chambre il y avait qu'un seul prise pour charger nos téléphone, les serviettes usé.","5,8",Hôtel,Perpignan," 8,2 "
Josselin,France,0,2019-11-01,Exceptionnel,"Bonne literie , calme et propre",None,10,Hôtel,Perpignan," 8,2 "
Romain,France,0,2019-10-11,Exceptionnel,Tout,Rien,10,Hôtel,Perpignan," 8,2 "
François,France,0,2019-09-22,Exceptionnel,La proximité de la vieille ville.,None,10,Hôtel,Perpignan," 8,2 "
Turquato,Italie,0,2019-09-09,Passable,Personnel d'accueil très cordial et serviable,"L’exiguïté de la chambre ( pas de place pour une table de nuit) . Idem pour la salle de bains ( aucune tablette pour poser une trousse de toilette) lavabo minuscule.
Le rapport qualité /prix : bien trop cher pour cette chambre","5,0",Hôtel,Perpignan," 8,2 "
Agnes,Ouzbékistan,0,2019-09-01,Exceptionnel,Le confort l accueil,None,10,Hôtel,Perpignan," 8,2 "
Eric,France,0,2019-08-27,Bon ,"Déjeuner très moyen , personnel pas très avenant , hôtel vieillot, une nuit ça suffit ( étape)",None,"5,8",Hôtel,Perpignan," 8,2 "
Ali,France,0,2019-08-23,Parfait,"Il n'y a rien à rajouter.
Le séjour a été parfait de l'arrivée au départ.",None,10,Hôtel,Perpignan," 8,2 "
Annie,France,0,2019-08-13,Exceptionnel,le personnel est très bien très agréable,très bien situé,10,Hôtel,Perpignan," 8,2 "
Kariel,Belgique,0,2019-07-17,Assez médiocre ,Salle de bain propre avec baignoir.,Hôtel en travaux! Il y avait une forte odeur de peinture dans la chambre. Pas de parking comme annoncé dans l'offre de booking:/.,"3,8",Hôtel,Perpignan," 8,2 "
Josee,Belgique,0,2019-07-14,Agréable,Petit déjeuner en ordre.,Pas de parking ! Pas facile de trouver une place pour se garer,"6,7",Hôtel,Perpignan," 8,2 "
Alexandre,France,0,2019-07-10,Agréable,None,Les odeurs de peinture pendant la période de travaux.,"6,7",Hôtel,Perpignan," 8,2 "
Jac,France,0,2019-07-09,"Très agréable, bien insonorisé, calme et fonctionnel. Chambre assez grande literie excellente.",Tout est très bien et irréprochable. Petit déjeuner un peu cher au vu de sa simplicité.,Un peu plus de choix au petit déjeuner.,10,Hôtel,Perpignan," 8,2 "
Gilles,France,0,2019-05-17,Moyen,Bien situé,Bruyant - mal insonorisé,"6,7",Hôtel,Perpignan," 8,2 "
Farida,France,0,2019-05-15,Exceptionnel,j ai passé une seule nuit mais hotel et personnel très agréable,None,10,Hôtel,Perpignan," 8,2 "
Jonathan,France,0,2019-03-18,Je reviendrai,"Tout, la cafetière dans la chambre, la propreté du linge et des lieux, la gentillesse de l’accueil. 
Merci",Rien,10,Hôtel,Perpignan," 8,2 "
Dominique,France,0,2019-02-11,Exceptionnel,Superbe,None,10,Hôtel,Perpignan," 8,2 "
Anne,France,1,2018-12-28,Un séjour confortable dans un secteur calme et néanmoins porche du centre-ville.,"L'accueil chaleureux, la belle vue sur le Canigou de la fenêtre de la chambre, la chambre bien exposé et très fonctionnelle.",None,10,Hôtel,Perpignan," 8,2 "
Denis,France,0,2018-11-13,excellent sejour,"excellent petit dejeuner ,personnel agreable",le stationnement,10,Hôtel,Perpignan," 8,2 "
