nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Sabine,France,0,2019-04-20 00:00:00,Séjour agréable pour du tourisme hors hôtel. Personnel très à l'écoute. Certaines prestas à revoir.,"L'accueil a été de très bonne qualité et le personnel s'est montré très attentionné tout au long du séjour.
Concernant le petit-déjeuner, il était sans prétention mais approvisionné en conséquence et régulièrement.
Je conseille pour sa situation (à peine 10 min à pied de la gare), sa propreté et le personnel très agréable.","Concernant les chambres triple et quadruple, les salles d'eau n'ont qu'un petit lavabo soit un peu limite pour 3 ou pour 4 personnes. Idem pour les rangements. Dans la quadruple, le lit clic-clac n'est pas adapté aux grandes personnes et du coup peu confortable. 
L'écoulement dans la douche était très lent ce qui remplissait le bac rapidement et faisait déborder.","8,8",Hôtel,Nice," 7,5 "
Karel,France,0,2019-04-10 00:00:00,Bien pour se poser pendant un séjour à Nice.,"Petit déjeuner sans chichi mais correct
La terrasse du sixième pour un café ou autre
Disponibilité H24
Propre
La TV fonctionne sur toutes les chaînes","Salle de bain petite, personnes corpulentes renseignez vous.
L'indiscipline des autres voyageurs qui claquent la porte de leur chambre!","8,3",Hôtel,Nice," 7,5 "
Catherine,France,0,2019-04-07 00:00:00,Bien situé mais mal insonorisé,Bien situé,"Le bruit : beaucoup de passage dans le couloir et l'escalier, même la nuit.","6,7",Hôtel,Nice," 7,5 "
Issa,France,0,2019-04-05 00:00:00,Bien ,Tout,Rien,"7,9",Hôtel,Nice," 7,5 "
Sonia,France,0,2019-02-26 00:00:00,Bien ,Hotel bien situé,Chambre trop petite.,"7,9",Hôtel,Nice," 7,5 "
Morgane,France,0,2019-02-25 00:00:00,Idéal pour un week-end à Nice,"Hôtel bien situé, à quelques minutes à pied de la gare.
Chambres propres et literie confortable.
Salle de bain à rafraîchir.
Petit déjeuner satisfaisant.
Bon rapport qualité/prix",None,"7,5",Hôtel,Nice," 7,5 "
Michel,France,0,2019-02-25 00:00:00,Un hôtel recommandable,"Le personnel est au petit soin et très accueillant.
Les chambres sont très propres.
L'hôtel est à 5-10 minutes à pied de la place Masséna et de la vieille ville.
Le tramway à 2 minutes
La Gare à 5 minutes","Pas de chauffage dans la salle de bain.
L'insonorisation n'est pas au top, il faut dire que les voisins du dessus étaient très très bruyants","8,8",Hôtel,Nice," 7,5 "
Qsdfghjklm,France,0,2019-01-30 00:00:00,Très agréable et confortable,"Chambre propre, bonne propriété, personnels à l'écoute et attentifs, bon lit confortable.","Pas de vue, télévision trop petite et chambre trop sombre en journée.","7,5",Hôtel,Nice," 7,5 "
Sylvain,France,0,2019-01-28 00:00:00,Tout à fait corect,"Chambre propre et moderne 
Petit déjeuner copieux et diversifié 
Personnel agréable",Chambre proche de la salle de restauration et insonorisation un peu juste = réveil à l'heure d'ouverture du restaurant 7h30,"7,5",Hôtel,Nice," 7,5 "
Jerome,France,0,2019-01-17 00:00:00,Bien ,Proximité gare. Accueil au top. Bien pour une nuit.,Taille minuscule de la salle de bain. Isolation phonique laissant passer le bruit des chambres voisines.,"7,5",Hôtel,Nice," 7,5 "
Mialon,France,0,2019-01-06 00:00:00,Bien ,Bonjour le séjour étais agréable et petit déjeuner très bien merci,Bonjour la douche avez du mal à s ecoulez.,"7,5",Hôtel,Nice," 7,5 "
Jeremy,France,0,2018-12-29 00:00:00,A refaire car bon rapport qualité prix,"La salle de bain, la chambre et le design",L'accueil un peu sommaire et vite expédié,"7,9",Hôtel,Nice," 7,5 "
Ahmed,Maroc,0,2018-11-22 00:00:00,Bien ,"L'endroit géographique, le calme, le personnel et la literie.
C'est recommandé pour un couple qui ne sert de l'hôtel que pour dormir.","Petite douche, très serrée même.
Ecran TV de petite taille.
Un seul et unique cintre pour vêtement.
Produits toilettes pas à la hauteur d'un 3 étoiles","7,9",Hôtel,Nice," 7,5 "
Eric,France,0,2018-11-05 00:00:00,Bien ,None,Les chambres ne sont pas insonorisees surtout côté intérieur.,"7,9",Hôtel,Nice," 7,5 "
