nom,pays,favorite,date,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Yves,France,0,2019-08-11 00:00:00,Je ne retournerai pas,Le petit déjeuner est correct,"L'appartement n’est pas très propre et le mobilier vieillissant 
Les fauteuils pour regarder la télé sont vieux et sales , lampe de chevet dans la chambre avec un abat jour tout fondu et cassé, la salle de bains niveau propreté bof bof et matériel très vieillissant. 
Ventilation plus que bruyante","4,6",Appart'hôtel,Nantes," 7,0 "
Didine,France,0,2019-08-10 00:00:00,Établissement à fuir.,Le personnel est sourient.,"Je déconseille cette établissement, appartement vétuste, non équipés( pourtant le contraire est indiqué sur le site. ), papier peint déchiré, taché... Appartements poussiéreux, nous avons du refaire le ménage en arrivant. 
Je ne conseille pas du tout cette établissement.","3,3",Appart'hôtel,Nantes," 7,0 "
Philippe,France,0,2019-08-05 00:00:00,Passable,None,Équipement très vieillissant et mériterait un peu de rajeunissement,"5,0",Appart'hôtel,Nantes," 7,0 "
Vana,France,0,2019-08-04 00:00:00,Bof,La distance de lieu que je me rendai,L état de la chambre absence de miroir des assiettes très sale que j'ai dû laver moi pas de poubelle dans la douche balai du WC en état pitoyable pas d assiettes creuse et l effet de faire le ménage dans la chambre et la salle de bain pas de liquide de vaisselle enfin ect......,"3,3",Appart'hôtel,Nantes," 7,0 "
Grégory,France,0,2019-07-30 00:00:00,Passable,l'emplacement est correct,"Une propreté pitoyable (voir photos)
Pas de détecteur de fumée
Établissement vieillissant","5,0",Appart'hôtel,Nantes," 7,0 "
Pierre,France,0,2019-07-27 00:00:00,"Environnement plus que bruillant, odeur de cuisine et de fumeur",None,"Aucun rideau aux fenetres et pas de clim, chaleur etouffante reste de
l'ancien occupant dans le refrigerateur mauvaise repartition des
clients, occupant du dessous qui a fume toute la nuit, odeur de
cigarette qui penetrait partout. Crepitement de la ligne a haute tension
a 20m voie express a 50m + decollage d'avion = ne pas dormir de
toute la nuit","4,6",Appart'hôtel,Nantes," 7,0 "
Sandra,Martinique,0,2019-07-26 00:00:00,"Il faisait trop chaud pour ne pas a voir n y clim, n y ventilateur",Le lit,Pas de clim de ventilateurs,"4,6",Appart'hôtel,Nantes," 7,0 "
Olivier,France,0,2019-07-24 00:00:00,Décevant,None,"Le meuble de salle de bain était cassé. Il manquait un luminaire dans la pièce. Au lieu d.un canapé-lit, il y avait un lit. Ni bouilloire, ni cafetière.","4,6",Appart'hôtel,Nantes," 7,0 "
Réservation,None,0,2019-07-24 00:00:00,Je ne recommande pas cet établissement.,None,"Erreur du personnel qui a forcé le verrou de ma porte en pleine nuit, croyant la chambre inoccupée.
Le personnel s'est excusé pour la frayeur causée mais aucun geste n'a été fait au moment de mon départ.
La fenêtre de la chambre était défectueuse. Je n'ai pas réussi à l'ouvrir.","5,0",Appart'hôtel,Nantes," 7,0 "
Anne,France,0,2019-07-21 00:00:00,Deception,la grandeur de l'appartement et le calme,"Trop peu de vaisselle: trois tasses dont une ébréchée. Pas assez de vaisselle: assiette dépareillée, pas de petites cuillères. Pas de lampe de chevet. pas de tête de lit. Appartement juste propre et sombre, qui sent la cigarette.","4,2",Appart'hôtel,Nantes," 7,0 "
